text	Q1reason	Q2reason	Q3reason	Q4reason
t1	109.78525868178596	97.1842664776754	87.08788093550673	94.29411764705884
t2	123.29432624113475	112.41914893617022	99.95744680851064	117.01773049645392
t3	114.59032716927452	115.7610241820768	119.46586059743954	116.99573257467996
