text,Q1reason,Q2reason,Q3reason,Q4reason
t1,109.78525868178596,97.18426647767541,87.08788093550673,94.29411764705883
t2,123.29432624113475,112.41914893617022,99.95744680851064,117.01773049645391
t3,114.59032716927453,115.76102418207681,119.46586059743954,116.99573257467995
