persona,Q1reason,Q2reason,Q3reason,Q4reason
p1,118.47862453531599,110.03438661710037,102.5771375464684,109.00278810408922
p2,121.62321598477641,114.40627973358706,106.8430066603235,116.86869647954329
p3,123.63238095238096,116.12380952380953,111.22095238095238,117.06666666666666
p4,99.7552380952381,93.17142857142858,87.94571428571429,94.76571428571428
